# n=20, modulus d=3, coefficients d=6
# Frobenius number = 1179256, Frobenius root = 802, Apery max = 1180253
coefficients = [997, 100003, 123456, 135791, 159243, 200000, 222222, 250001, 300007, 333333, 350001, 400004, 444444, 500001, 555555, 600002, 666666, 700001, 777777, 800008]


Residues, Apery set, Zeros
502, 235794, 234797
503, 707376, 706379
504, 500001, 499004
505, 500002, 499005
506, 500003, 499006
507, 629614, 628617
508, 629615, 628618
509, 707382, 706385
510, 500007, 499010
511, 932706, 931709
512, 500009, 499012
513, 867903, 866906
514, 888841, 887844
515, 888842, 887845
516, 500013, 499016
517, 681468, 680471
518, 500015, 499018
519, 702407, 701410
520, 906793, 905796
521, 681472, 680475
522, 495034, 494037
523, 681474, 680477
524, 681475, 680478
525, 971603, 970606
526, 759243, 758246
527, 888854, 887857
528, 495040, 494043
529, 495041, 494044
530, 759247, 758250
531, 759248, 758251
532, 759249, 758252
533, 676499, 675502
534, 469124, 468127
535, 720369, 719372
536, 759253, 758256
537, 759254, 758257
538, 720372, 719375
539, 759256, 758259
540, 759257, 758260
541, 940712, 939715
542, 733337, 732340
543, 759260, 758263
544, 469134, 468137
545, 759262, 758265
546, 961654, 960657
547, 940718, 939721
548, 282699, 281702
549, 754281, 753284
550, 733345, 732348
551, 772229, 771232
552, 754284, 753287
553, 585792, 584795
554, 754286, 753289
555, 754287, 753290
556, 585795, 584798
557, 850001, 849004
558, 850002, 849005
559, 546915, 545918
560, 728370, 727373
561, 728371, 727374
562, 850006, 849009
563, 546919, 545922
564, 749311, 748314
565, 546921, 545924
566, 850010, 849013
567, 850011, 849014
568, 992583, 991586
569, 850013, 849016
570, 728380, 727383
571, 728381, 727384
572, 850016, 849019
573, 850017, 849020
574, 541945, 540948
575, 541946, 540949
576, 845035, 844038
577, 992592, 991595
578, 987608, 986611
579, 373457, 372460
580, 845039, 844042
581, 780235, 779238
582, 845041, 844044
583, 806159, 805162
584, 1109248, 1108251
585, 806161, 805164
586, 806162, 805165
587, 780241, 779244
588, 819125, 818128
589, 806165, 805168
590, 806166, 805169
591, 780245, 779248
592, 593807, 592810
593, 1065389, 1064392
594, 801185, 800188
595, 840069, 839072
596, 858016, 857019
597, 407373, 406376
598, 819135, 818138
599, 1044458, 1043461
600, 200000, 199003
601, 671582, 670585
602, 632700, 631703
603, 1044462, 1043465
604, 878961, 877964
605, 632703, 631706
606, 200006, 199009
607, 567900, 566903
608, 858028, 857031
609, 796215, 795218
610, 896913, 895916
611, 381465, 380468
612, 593827, 592830
613, 671594, 670597
614, 896917, 895920
615, 935801, 934804
616, 896919, 895922
617, 896920, 895923
618, 853053, 852056
619, 853054, 852057
620, 896923, 895926
621, 935807, 934810
622, 645681, 644684
623, 666619, 665622
624, 666620, 665623
625, 891943, 890946
626, 459246, 458249
627, 459247, 458250
628, 645687, 644690
629, 891947, 890950
630, 459250, 458253
631, 723456, 722459
632, 459252, 458255
633, 459253, 458256
634, 827147, 826150
635, 723460, 722463
636, 723461, 722464
637, 640711, 639714
638, 433336, 432339
639, 853074, 852077
640, 886973, 885976
641, 723466, 722469
642, 454277, 453280
643, 723468, 722471
644, 827157, 826160
645, 723470, 722473
646, 718486, 717489
647, 723472, 722475
648, 904927, 903930
649, 723474, 722477
650, 718490, 717493
651, 757374, 756377
652, 718492, 717495
653, 246912, 245915
654, 550001, 549004
655, 899949, 898952
656, 718496, 717499
657, 550004, 549007
658, 692576, 691579
659, 718499, 717502
660, 550007, 549010
661, 550008, 549011
662, 982707, 981710
663, 550010, 549013
664, 692582, 691585
665, 692583, 691586
666, 943828, 942831
667, 956790, 955793
668, 713523, 712526
669, 713524, 712527
670, 666666, 665669
671, 977731, 976734
672, 977732, 976735
673, 545035, 544038
674, 982719, 981722
675, 692593, 691596
676, 977736, 976739
677, 809244, 808247
678, 938855, 937858
679, 506158, 505161
680, 506159, 505162
681, 809248, 808251
682, 951820, 950823
683, 809250, 808253
684, 770368, 769371
685, 744447, 743450
686, 809253, 808256
687, 765386, 764389
688, 770372, 769375
689, 744451, 743454
690, 558013, 557016
691, 744453, 743456
692, 783337, 782340
693, 1073465, 1072468
694, 770378, 769381
695, 783340, 782343
696, 558019, 557022
697, 925913, 924916
698, 822226, 821229
699, 765398, 764401
700, 804282, 803285
701, 371585, 370588
702, 843167, 842170
703, 635792, 634795
704, 635793, 634796
705, 635794, 634797
706, 765405, 764408
707, 596913, 595916
708, 822236, 821239
709, 635798, 634801
710, 596916, 595919
711, 635800, 634803
712, 822240, 821243
713, 900007, 899010
714, 760428, 759431
715, 635804, 634807
716, 345678, 344681
717, 635806, 634809
718, 838198, 837201
719, 900013, 899016
720, 159243, 158246
721, 630825, 629828
722, 817265, 816268
723, 817266, 816269
724, 1016667, 1015670
725, 895034, 894037
726, 1003708, 1002711
727, 630831, 629834
728, 630832, 629835
729, 895038, 894041
730, 856156, 855159
731, 423459, 422462
732, 812290, 811293
733, 604915, 603918
734, 856160, 855163
735, 423463, 422466
736, 856162, 855165
737, 423465, 422468
738, 791359, 790362
739, 895048, 894051
740, 1019674, 1018677
741, 869128, 868131
742, 604924, 603927
743, 604925, 603928
744, 895053, 894056
745, 851186, 850189
746, 418489, 417492
747, 418490, 417493
748, 890072, 889075
749, 869136, 868139
750, 908020, 907023
751, 250001, 249004
752, 721583, 720586
753, 869140, 868143
754, 890078, 889081
755, 682703, 681706
756, 985792, 984795
757, 682705, 681708
758, 682706, 681709
759, 864161, 863164
760, 864162, 863165
761, 682709, 681712
762, 682710, 681713
763, 656789, 655792
764, 682712, 681715
765, 985801, 984804
766, 677729, 676732
767, 946920, 945923
768, 864170, 863173
769, 656795, 655798
770, 695679, 694682
771, 985807, 984810
772, 677735, 676738
773, 677736, 676739
774, 509244, 508247
775, 941943, 940946
776, 941944, 940947
777, 509247, 508250
778, 509248, 508251
779, 444444, 443447
780, 916026, 915029
781, 941949, 940952
782, 773457, 772460
783, 903068, 902071
784, 470371, 469374
785, 773460, 772463
786, 773461, 772464
787, 941955, 940958
788, 773463, 772466
789, 773464, 772467
790, 864192, 863195
791, 729598, 728601
792, 773467, 772470
793, 916039, 915042
794, 522225, 521228
795, 916041, 915044
796, 543164, 542167
797, 768487, 767490
798, 522229, 521232
799, 335791, 334794
800, 522231, 521234
801, 768491, 767494
802, 1180253, 1179256
803, 600000, 599003
804, 729611, 728614
805, 335797, 334800
806, 703691, 702694
807, 600004, 599007
808, 600005, 599008
809, 600006, 599009
810, 517256, 516259
811, 729618, 728621
812, 807385, 806388
813, 600010, 599013
814, 781465, 780468
815, 600012, 599015
816, 703701, 702704
817, 600014, 599017
818, 781469, 780472
819, 600016, 599019
820, 781471, 780474
821, 600018, 599021
822, 802410, 801413
823, 802411, 801414
824, 781475, 780478
825, 123456, 122459
826, 595038, 594041
827, 781478, 780481
828, 859245, 858248
829, 595041, 594044
830, 859247, 858250
831, 595043, 594046
832, 595044, 594047
833, 794445, 793448
834, 859251, 858254
835, 820369, 819372
836, 776502, 775505
837, 569127, 568130
838, 820372, 819375
839, 833334, 832337
840, 833335, 832338
841, 590068, 589071
842, 859259, 858262
843, 859260, 858263
844, 859261, 858264
845, 833340, 832343
846, 859263, 858266
847, 569137, 568140
848, 859265, 858268
849, 854281, 853284
850, 815399, 814402
851, 382702, 381705
852, 382703, 381706
853, 685792, 684795
854, 872232, 871235
855, 854287, 853290
856, 646912, 645915
857, 776523, 775526
858, 854290, 853293
859, 685798, 684801
860, 646916, 645919
861, 950005, 949008
862, 646918, 645921
863, 828373, 827376
864, 828374, 827377
865, 950009, 949012
866, 646922, 645925
867, 828377, 827380
868, 646924, 645927
869, 802457, 801460
870, 950014, 949017
871, 641942, 640945
872, 680826, 679829
873, 828383, 827386
874, 828384, 827387
875, 950019, 949022
876, 945035, 944038
877, 641948, 640951
878, 641949, 640952
879, 473457, 472460
880, 906156, 905159
881, 906157, 905160
882, 473460, 472463
883, 616032, 615035
884, 880238, 879241
885, 945044, 944047
886, 636972, 635975
887, 906163, 905166
888, 222222, 221225
889, 693804, 692807
890, 880244, 879247
891, 919128, 918131
892, 906168, 905171
893, 906169, 905172
894, 880248, 879251
895, 693810, 692813
896, 1061704, 1060707
897, 901188, 900191
898, 880252, 879255
899, 940073, 939076
900, 507376, 506379
901, 901192, 900195
902, 732700, 731703
903, 300003, 299006
904, 771585, 770588
905, 732703, 731706
906, 732704, 731707
907, 300007, 299010
908, 732706, 731709
909, 300009, 299012
910, 667903, 666906
911, 958031, 957034
912, 896218, 895221
913, 896219, 895222
914, 481468, 480471
915, 481469, 480472
916, 771597, 770600
917, 727730, 726733
918, 1035804, 1034807
919, 295034, 294037
920, 766616, 765619
921, 953056, 952059
922, 953057, 952060
923, 559243, 558246
924, 688854, 687857
925, 745684, 744687
926, 766622, 765625
927, 559247, 558250
928, 991946, 990949
929, 559249, 558252
930, 559250, 558253
931, 745690, 744693
932, 740706, 739709
933, 559253, 558256
934, 559254, 558257
935, 533333, 532336
936, 559256, 558259
937, 927150, 926153
938, 823463, 822466
939, 823464, 822467
940, 740714, 739717
941, 533339, 532342
942, 572223, 571226
943, 986976, 985979
944, 823469, 822472
945, 554280, 553283
946, 554281, 553284
947, 818487, 817490
948, 818488, 817491
949, 818489, 817492
950, 385792, 384795
951, 857374, 856377
952, 823477, 822480
953, 818493, 817496
954, 650001, 649004
955, 779612, 778615
956, 346915, 345918
957, 650004, 649007
958, 650005, 649008
959, 818499, 817502
960, 650007, 649010
961, 650008, 649011
962, 740736, 739739
963, 650010, 649013
964, 650011, 649014
965, 792583, 791586
966, 650013, 649016
967, 792585, 791588
968, 792586, 791589
969, 831470, 830473
970, 1043832, 1042835
971, 813526, 812529
972, 792590, 791593
973, 645035, 644038
974, 1077734, 1076737
975, 1077735, 1076738
976, 606155, 605158
977, 645039, 644042
978, 580235, 579238
979, 909246, 908249
980, 909247, 908250
981, 909248, 908251
982, 606161, 605164
983, 606162, 605165
984, 909251, 908254
985, 870369, 869372
986, 844448, 843451
987, 787620, 786623
988, 580245, 579248
989, 883334, 882337
990, 865389, 864392
991, 601185, 600188
992, 844454, 843457
993, 658016, 657019
994, 844456, 843459
995, 678955, 677958
996, 883341, 882344
