# n=8, modulus d=6, coefficients d=6
# Frobenius number = 4304576, Frobenius root = 4447, Apery max = 4404579
coefficients = [100003, 100007, 123456, 150000, 186432, 200005, 302348, 498123]


Residues, Apery set, Zeros
406, 2400478, 2300475
407, 2200473, 2100470
408, 2600486, 2500483
409, 2400481, 2300478
410, 2200476, 2100473
411, 2000471, 1900468
412, 2700493, 2600490
413, 2500488, 2400485
414, 2300483, 2200480
415, 2100478, 2000475
416, 2500491, 2400488
417, 2300486, 2200483
418, 2100481, 2000478
419, 1900476, 1800473
420, 1700471, 1600468
421, 2400493, 2300490
422, 2200488, 2100485
423, 2000483, 1900480
424, 1800478, 1700475
425, 2200491, 2100488
426, 2000486, 1900483
427, 1800481, 1700478
428, 1600476, 1500473
429, 1400471, 1300468
430, 2100493, 2000490
431, 1900488, 1800485
432, 1700483, 1600480
433, 1500478, 1400475
434, 1900491, 1800488
435, 1700486, 1600483
436, 1500481, 1400478
437, 1300476, 1200473
438, 1100471, 1000468
439, 1800493, 1700490
440, 1600488, 1500485
441, 1400483, 1300480
442, 1200478, 1100475
443, 1600491, 1500488
444, 1400486, 1300483
445, 1200481, 1100478
446, 1000476, 900473
447, 800471, 700468
448, 1500493, 1400490
449, 1300488, 1200485
450, 1100483, 1000480
451, 900478, 800475
452, 1600500, 1500497
453, 1400495, 1300492
454, 1200490, 1100487
455, 1000485, 900482
456, 1700507, 1600504
457, 1500502, 1400499
458, 1300497, 1200494
459, 1100492, 1000489
460, 1800514, 1700511
461, 1600509, 1500506
462, 1400504, 1300501
463, 1200499, 1100496
464, 1900521, 1800518
465, 1700516, 1600513
466, 1500511, 1400508
467, 1300506, 1200503
468, 2000528, 1900525
469, 1800523, 1700520
470, 1600518, 1500515
471, 1400513, 1300510
472, 2100535, 2000532
473, 1900530, 1800527
474, 1700525, 1600522
475, 1500520, 1400517
476, 2200542, 2100539
477, 2000537, 1900534
478, 1800532, 1700529
479, 1600527, 1500524
480, 2300549, 2200546
481, 2100544, 2000541
482, 1900539, 1800536
483, 1700534, 1600531
484, 2400556, 2300553
485, 2200551, 2100548
486, 2000546, 1900543
487, 1800541, 1700538
488, 2500563, 2400560
489, 2300558, 2200555
490, 2100553, 2000550
491, 1900548, 1800545
492, 2600570, 2500567
493, 2400565, 2300562
494, 2200560, 2100557
495, 2000555, 1900552
496, 2700577, 2600574
497, 2500572, 2400569
498, 2300567, 2200564
499, 2100562, 2000559
500, 2800584, 2700581
501, 2600579, 2500576
502, 2400574, 2300571
503, 2200569, 2100566
504, 2900591, 2800588
505, 2700586, 2600583
506, 2500581, 2400578
507, 2300576, 2200573
508, 2300577, 2200574
509, 2800593, 2700590
510, 2600588, 2500585
511, 2400583, 2300580
512, 2400584, 2300581
513, 2900600, 2800597
514, 2700595, 2600592
515, 2500590, 2400587
516, 2500591, 2400588
517, 3000607, 2900604
518, 2800602, 2700599
519, 2600597, 2500594
520, 2600598, 2500595
521, 3100614, 3000611
522, 2900609, 2800606
523, 2700604, 2600601
524, 2700605, 2600602
525, 3200621, 3100618
526, 3000616, 2900613
527, 2800611, 2700608
528, 2700609, 2600606
529, 2500604, 2400601
530, 3100623, 3000620
531, 2900618, 2800615
532, 2800616, 2700613
533, 2600611, 2500608
534, 3000624, 2900621
535, 3000625, 2900622
536, 2900623, 2800620
537, 2700618, 2600615
538, 3100631, 3000628
539, 3100632, 3000629
540, 3000630, 2900627
541, 2800625, 2700622
542, 2900629, 2800626
543, 2700624, 2600621
544, 3100637, 3000634
545, 2900632, 2800629
546, 3000636, 2900633
547, 2800631, 2700628
548, 3200644, 3100641
549, 3000639, 2900636
550, 2800634, 2700631
551, 2600629, 2500626
552, 2400624, 2300621
553, 3100646, 3000643
554, 2900641, 2800638
555, 2700636, 2600633
556, 2500631, 2400628
557, 2900644, 2800641
558, 2700639, 2600636
559, 2500634, 2400631
560, 2300629, 2200626
561, 2100624, 2000621
562, 2800646, 2700643
563, 2600641, 2500638
564, 2400636, 2300633
565, 2200631, 2100628
566, 2600644, 2500641
567, 2400639, 2300636
568, 2200634, 2100631
569, 2000629, 1900626
570, 1800624, 1700621
571, 2500646, 2400643
572, 2300641, 2200638
573, 2100636, 2000633
574, 1900631, 1800628
575, 2300644, 2200641
576, 2100639, 2000636
577, 1900634, 1800631
578, 1700629, 1600626
579, 1500624, 1400621
580, 2200646, 2100643
581, 2000641, 1900638
582, 1800636, 1700633
583, 1600631, 1500628
584, 2000644, 1900641
585, 1800639, 1700636
586, 1600634, 1500631
587, 1400629, 1300626
588, 1200624, 1100621
589, 1900646, 1800643
590, 1700641, 1600638
591, 1500636, 1400633
592, 1300631, 1200628
593, 2000653, 1900650
594, 1800648, 1700645
595, 1600643, 1500640
596, 1400638, 1300635
597, 1800651, 1700648
598, 1900655, 1800652
599, 1700650, 1600647
600, 1500645, 1400642
601, 1900658, 1800655
602, 2000662, 1900659
603, 1800657, 1700654
604, 1600652, 1500649
605, 2000665, 1900662
606, 2100669, 2000666
607, 1900664, 1800661
608, 1700659, 1600656
609, 2100672, 2000669
610, 2200676, 2100673
611, 2000671, 1900668
612, 1800666, 1700663
613, 2200679, 2100676
614, 2300683, 2200680
615, 2100678, 2000675
616, 1900673, 1800670
617, 2300686, 2200683
618, 2400690, 2300687
619, 2200685, 2100682
620, 2000680, 1900677
621, 2400693, 2300690
622, 2500697, 2400694
623, 2300692, 2200689
624, 2100687, 2000684
625, 2500700, 2400697
626, 2600704, 2500701
627, 2400699, 2300696
628, 2200694, 2100691
629, 2600707, 2500704
630, 2700711, 2600708
631, 2500706, 2400703
632, 2300701, 2200698
633, 2700714, 2600711
634, 2800718, 2700715
635, 2600713, 2500710
636, 2400708, 2300705
637, 2800721, 2700718
638, 2900725, 2800722
639, 2700720, 2600717
640, 2500715, 2400712
641, 2900728, 2800725
642, 3000732, 2900729
643, 2800727, 2700724
644, 2600722, 2500719
645, 3000735, 2900732
646, 3100739, 3000736
647, 2900734, 2800731
648, 2700729, 2600726
649, 3100742, 3000739
650, 3200746, 3100743
651, 3000741, 2900738
652, 2800736, 2700733
653, 3200749, 3100746
654, 3300753, 3200750
655, 3100748, 3000745
656, 2900743, 2800740
657, 3300756, 3200753
658, 3300757, 3200754
659, 3100752, 3000749
660, 2900747, 2800744
661, 3200757, 3100754
662, 3000752, 2900749
663, 3200759, 3100756
664, 3000754, 2900751
665, 3300764, 3200761
666, 3100759, 3000756
667, 3000757, 2900754
668, 2800752, 2700749
669, 2600747, 2500744
670, 3200766, 3100763
671, 3100764, 3000761
672, 2900759, 2800756
673, 2700754, 2600751
674, 3100767, 3000764
675, 2900762, 2800759
676, 2700757, 2600754
677, 2500752, 2400749
678, 3200774, 3100771
679, 3000769, 2900766
680, 2800764, 2700761
681, 2600759, 2500756
682, 3000772, 2900769
683, 2800767, 2700764
684, 2600762, 2500759
685, 2400757, 2300754
686, 2200752, 2100749
687, 2900774, 2800771
688, 2700769, 2600766
689, 2500764, 2400761
