# n=30, modulus d=4, coefficients d=5
# Frobenius number = 393324, Frobenius root = 4377, Apery max = 403297
coefficients = [9973, 13001, 16001, 19001, 22003, 25013, 28027, 31013, 34007, 37001, 
                    40009, 43003, 46021, 49003, 52009, 55001, 58013, 61001, 64007, 67001, 
                    70009, 73001, 76003, 79001, 82013, 85009, 88007, 91039, 94001, 97001]


Residues, Apery set, Zeros
633, 200093, 190120
634, 190121, 180148
635, 200095, 190122
636, 190123, 180150
637, 200097, 190124
638, 200098, 190125
639, 210072, 200099
640, 200100, 190127
641, 200101, 190128
642, 190129, 180156
643, 200103, 190130
644, 190131, 180158
645, 200105, 190132
646, 190133, 180160
647, 200107, 190134
648, 190135, 180162
649, 200109, 190136
650, 190137, 180164
651, 200111, 190138
652, 200112, 190139
653, 210086, 200113
654, 200114, 190141
655, 200115, 190142
656, 190143, 180170
657, 210090, 200117
658, 200118, 190145
659, 210092, 200119
660, 200120, 190147
661, 210094, 200121
662, 190149, 180176
663, 210096, 200123
664, 200124, 190151
665, 210098, 200125
666, 200126, 190153
667, 210100, 200127
668, 200128, 190155
669, 210102, 200129
670, 200130, 190157
671, 210104, 200131
672, 200132, 190159
673, 200133, 190160
674, 190161, 180188
675, 210108, 200135
676, 200136, 190163
677, 210110, 200137
678, 190165, 180192
679, 210112, 200139
680, 200140, 190167
681, 210114, 200141
682, 200142, 190169
683, 210116, 200143
684, 200144, 190171
685, 210118, 200145
686, 210119, 200146
687, 210120, 200147
688, 200148, 190175
689, 210122, 200149
690, 200150, 190177
691, 210124, 200151
692, 200152, 190179
693, 220099, 210126
694, 210127, 200154
695, 220101, 210128
696, 210129, 200156
697, 210130, 200157
698, 210131, 200158
699, 220105, 210132
700, 210133, 200160
701, 220107, 210134
702, 210135, 200162
703, 220109, 210136
704, 200164, 190191
705, 210138, 200165
706, 210139, 200166
707, 220113, 210140
708, 210141, 200168
709, 220115, 210142
710, 210143, 200170
711, 210144, 200171
712, 220118, 210145
713, 220119, 210146
714, 220120, 210147
715, 220121, 210148
716, 220122, 210149
717, 220123, 210150
718, 210151, 200178
719, 220125, 210152
720, 220126, 210153
721, 220127, 210154
722, 220128, 210155
723, 220129, 210156
724, 220130, 210157
725, 220131, 210158
726, 230105, 220132
727, 220133, 210160
728, 230107, 220134
729, 220135, 210162
730, 230109, 220136
731, 220137, 210164
732, 210165, 200192
733, 220139, 210166
734, 220140, 210167
735, 220141, 210168
736, 220142, 210169
737, 220143, 210170
738, 230117, 220144
739, 230118, 220145
740, 230119, 220146
741, 220147, 210174
742, 230121, 220148
