# n=32, modulus d=4, coefficients d=4
# Frobenius number = 129999, Frobenius root = 1999, Apery max = 131999
coefficients = [2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 
                2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 
                2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 
                2030, 2031]

0, 0, 0
1, 2001, 1
2, 2002, 2
3, 2003, 3
4, 2004, 4
5, 2005, 5
6, 2006, 6
7, 2007, 7
8, 2008, 8
9, 2009, 9
10, 2010, 10
11, 2011, 11
12, 2012, 12
13, 2013, 13
14, 2014, 14
15, 2015, 15
16, 2016, 16
17, 2017, 17
18, 2018, 18
19, 2019, 19
20, 2020, 20
21, 2021, 21
22, 2022, 22
23, 2023, 23
24, 2024, 24
25, 2025, 25
26, 2026, 26
27, 2027, 27
28, 2028, 28
29, 2029, 29
30, 2030, 30
31, 2031, 31
32, 4032, 2032
33, 4033, 2033
34, 4034, 2034
35, 4035, 2035
36, 4036, 2036
37, 4037, 2037
38, 4038, 2038
39, 4039, 2039
40, 4040, 2040
41, 4041, 2041
42, 4042, 2042
43, 4043, 2043
44, 4044, 2044
45, 4045, 2045
46, 4046, 2046
47, 4047, 2047
48, 4048, 2048
49, 4049, 2049
50, 4050, 2050
51, 4051, 2051
52, 4052, 2052
53, 4053, 2053
54, 4054, 2054
55, 4055, 2055
56, 4056, 2056
57, 4057, 2057
58, 4058, 2058
59, 4059, 2059
60, 4060, 2060
61, 4061, 2061
62, 4062, 2062
63, 6063, 4063
64, 6064, 4064
65, 6065, 4065
66, 6066, 4066
67, 6067, 4067
68, 6068, 4068
69, 6069, 4069
70, 6070, 4070
71, 6071, 4071
72, 6072, 4072
73, 6073, 4073
74, 6074, 4074
75, 6075, 4075
76, 6076, 4076
77, 6077, 4077
78, 6078, 4078
79, 6079, 4079
80, 6080, 4080
81, 6081, 4081
82, 6082, 4082
83, 6083, 4083
84, 6084, 4084
85, 6085, 4085
86, 6086, 4086
87, 6087, 4087
88, 6088, 4088
89, 6089, 4089
90, 6090, 4090
91, 6091, 4091
92, 6092, 4092
93, 6093, 4093
94, 8094, 6094
95, 8095, 6095
96, 8096, 6096
97, 8097, 6097
98, 8098, 6098
99, 8099, 6099
100, 8100, 6100
101, 8101, 6101
102, 8102, 6102
103, 8103, 6103
104, 8104, 6104
105, 8105, 6105
106, 8106, 6106
107, 8107, 6107
108, 8108, 6108
109, 8109, 6109
110, 8110, 6110
111, 8111, 6111
112, 8112, 6112
113, 8113, 6113
114, 8114, 6114
115, 8115, 6115
116, 8116, 6116
117, 8117, 6117
118, 8118, 6118
119, 8119, 6119
120, 8120, 6120
121, 8121, 6121
122, 8122, 6122
123, 8123, 6123
124, 8124, 6124
125, 10125, 8125
126, 10126, 8126
127, 10127, 8127
128, 10128, 8128
129, 10129, 8129
130, 10130, 8130
131, 10131, 8131
132, 10132, 8132
133, 10133, 8133
134, 10134, 8134
135, 10135, 8135
136, 10136, 8136
137, 10137, 8137
138, 10138, 8138
139, 10139, 8139
140, 10140, 8140
141, 10141, 8141
142, 10142, 8142
143, 10143, 8143
144, 10144, 8144
145, 10145, 8145
146, 10146, 8146
147, 10147, 8147
148, 10148, 8148
149, 10149, 8149
150, 10150, 8150
151, 10151, 8151
152, 10152, 8152
153, 10153, 8153
154, 10154, 8154
155, 10155, 8155
156, 12156, 10156
157, 12157, 10157
158, 12158, 10158
159, 12159, 10159
160, 12160, 10160
161, 12161, 10161
162, 12162, 10162
163, 12163, 10163
164, 12164, 10164
165, 12165, 10165
166, 12166, 10166
167, 12167, 10167
168, 12168, 10168
169, 12169, 10169
170, 12170, 10170
171, 12171, 10171
172, 12172, 10172
173, 12173, 10173
174, 12174, 10174
175, 12175, 10175
176, 12176, 10176
177, 12177, 10177
178, 12178, 10178
179, 12179, 10179
180, 12180, 10180
181, 12181, 10181
182, 12182, 10182
183, 12183, 10183
184, 12184, 10184
185, 12185, 10185
186, 12186, 10186
187, 14187, 12187
188, 14188, 12188
189, 14189, 12189
190, 14190, 12190
191, 14191, 12191
192, 14192, 12192
193, 14193, 12193
194, 14194, 12194
195, 14195, 12195
196, 14196, 12196
197, 14197, 12197
198, 14198, 12198
199, 14199, 12199
200, 14200, 12200
201, 14201, 12201
202, 14202, 12202
203, 14203, 12203
204, 14204, 12204
205, 14205, 12205
206, 14206, 12206
207, 14207, 12207
208, 14208, 12208
209, 14209, 12209
210, 14210, 12210
211, 14211, 12211
212, 14212, 12212
213, 14213, 12213
214, 14214, 12214
215, 14215, 12215
216, 14216, 12216
217, 14217, 12217
218, 16218, 14218
219, 16219, 14219
220, 16220, 14220
221, 16221, 14221
222, 16222, 14222
223, 16223, 14223
224, 16224, 14224
225, 16225, 14225
226, 16226, 14226
227, 16227, 14227
228, 16228, 14228
229, 16229, 14229
230, 16230, 14230
231, 16231, 14231
232, 16232, 14232
233, 16233, 14233
234, 16234, 14234
235, 16235, 14235
236, 16236, 14236
237, 16237, 14237
238, 16238, 14238
239, 16239, 14239
240, 16240, 14240
241, 16241, 14241
242, 16242, 14242
243, 16243, 14243
244, 16244, 14244
245, 16245, 14245
246, 16246, 14246
247, 16247, 14247
248, 16248, 14248
249, 18249, 16249
250, 18250, 16250
251, 18251, 16251
252, 18252, 16252
253, 18253, 16253
254, 18254, 16254
255, 18255, 16255
256, 18256, 16256
257, 18257, 16257
258, 18258, 16258
259, 18259, 16259
260, 18260, 16260
261, 18261, 16261
262, 18262, 16262
263, 18263, 16263
264, 18264, 16264
265, 18265, 16265
266, 18266, 16266
267, 18267, 16267
268, 18268, 16268
269, 18269, 16269
270, 18270, 16270
271, 18271, 16271
272, 18272, 16272
273, 18273, 16273
274, 18274, 16274
275, 18275, 16275
276, 18276, 16276
277, 18277, 16277
278, 18278, 16278
279, 18279, 16279
280, 20280, 18280
281, 20281, 18281
282, 20282, 18282
283, 20283, 18283
284, 20284, 18284
285, 20285, 18285
286, 20286, 18286
287, 20287, 18287
288, 20288, 18288
289, 20289, 18289
290, 20290, 18290
291, 20291, 18291
292, 20292, 18292
293, 20293, 18293
294, 20294, 18294
295, 20295, 18295
296, 20296, 18296
297, 20297, 18297
298, 20298, 18298
299, 20299, 18299
300, 20300, 18300
301, 20301, 18301
302, 20302, 18302
303, 20303, 18303
304, 20304, 18304
305, 20305, 18305
306, 20306, 18306
307, 20307, 18307
308, 20308, 18308
309, 20309, 18309
310, 20310, 18310
311, 22311, 20311
312, 22312, 20312
313, 22313, 20313
314, 22314, 20314
315, 22315, 20315
316, 22316, 20316
317, 22317, 20317
318, 22318, 20318
319, 22319, 20319
320, 22320, 20320
321, 22321, 20321
322, 22322, 20322
323, 22323, 20323
324, 22324, 20324
325, 22325, 20325
326, 22326, 20326
327, 22327, 20327
328, 22328, 20328
329, 22329, 20329
330, 22330, 20330
331, 22331, 20331
332, 22332, 20332
333, 22333, 20333
334, 22334, 20334
335, 22335, 20335
336, 22336, 20336
337, 22337, 20337
338, 22338, 20338
339, 22339, 20339
340, 22340, 20340
341, 22341, 20341
342, 24342, 22342
343, 24343, 22343
344, 24344, 22344
345, 24345, 22345
346, 24346, 22346
347, 24347, 22347
348, 24348, 22348
349, 24349, 22349
350, 24350, 22350
351, 24351, 22351
352, 24352, 22352
353, 24353, 22353
354, 24354, 22354
355, 24355, 22355
356, 24356, 22356
357, 24357, 22357
358, 24358, 22358
359, 24359, 22359
360, 24360, 22360
361, 24361, 22361
362, 24362, 22362
363, 24363, 22363
364, 24364, 22364
365, 24365, 22365
366, 24366, 22366
367, 24367, 22367
368, 24368, 22368
369, 24369, 22369
370, 24370, 22370
371, 24371, 22371
372, 24372, 22372
373, 26373, 24373
374, 26374, 24374
375, 26375, 24375
376, 26376, 24376
377, 26377, 24377
378, 26378, 24378
379, 26379, 24379
380, 26380, 24380
381, 26381, 24381
382, 26382, 24382
383, 26383, 24383
384, 26384, 24384
385, 26385, 24385
386, 26386, 24386
387, 26387, 24387
388, 26388, 24388
389, 26389, 24389
390, 26390, 24390
391, 26391, 24391
392, 26392, 24392
393, 26393, 24393
394, 26394, 24394
395, 26395, 24395
396, 26396, 24396
397, 26397, 24397
398, 26398, 24398
399, 26399, 24399
400, 26400, 24400
401, 26401, 24401
402, 26402, 24402
403, 26403, 24403
404, 28404, 26404
405, 28405, 26405
406, 28406, 26406
407, 28407, 26407
408, 28408, 26408
409, 28409, 26409
410, 28410, 26410
411, 28411, 26411
412, 28412, 26412
413, 28413, 26413
414, 28414, 26414
415, 28415, 26415
416, 28416, 26416
417, 28417, 26417
418, 28418, 26418
419, 28419, 26419
420, 28420, 26420
421, 28421, 26421
422, 28422, 26422
423, 28423, 26423
424, 28424, 26424
425, 28425, 26425
426, 28426, 26426
427, 28427, 26427
428, 28428, 26428
429, 28429, 26429
430, 28430, 26430
431, 28431, 26431
432, 28432, 26432
433, 28433, 26433
434, 28434, 26434
435, 30435, 28435
436, 30436, 28436
437, 30437, 28437
438, 30438, 28438
439, 30439, 28439
440, 30440, 28440
441, 30441, 28441
442, 30442, 28442
443, 30443, 28443
444, 30444, 28444
445, 30445, 28445
446, 30446, 28446
447, 30447, 28447
448, 30448, 28448
449, 30449, 28449
450, 30450, 28450
451, 30451, 28451
452, 30452, 28452
453, 30453, 28453
454, 30454, 28454
455, 30455, 28455
456, 30456, 28456
457, 30457, 28457
458, 30458, 28458
459, 30459, 28459
460, 30460, 28460
461, 30461, 28461
462, 30462, 28462
